,Unnamed: 0,Códigodo fundo,Setor,Preço Atual,Liquidez Diária,Dividendo,DividendYield,DY (3M)Média,DY (6M)Média,DY (12M)Média,DY Ano,Variação Preço,Rentab.Período,Rentab.Acumulada,PatrimônioLíq.,VPA,P/VPA,VacânciaFísica,QuantidadeAtivos,cluster
9,12,BCFF11,Títulos e Val. Mob.,90.24,0.27977555052921266,0.02714113389626056,0.2525773195876289,0.3445945945945946,0.3809523809523809,0.3597122302158274,0.4298076923076923,0.6208415950649923,0.6225309311916648,0.5691376206840123,0.4601874969484033,0.023345811266941525,0.6106194690265486,0.06063829787234042,0.0,9
18,21,BRCR11,Híbrido,88.0,0.34466983564539433,0.02714113389626056,0.2525773195876289,0.33783783783783783,0.3809523809523809,0.366906474820144,0.3817307692307693,0.6369244326944261,0.6381593227696983,0.4784814269350351,0.7540785690564695,0.029699782067426836,0.3982300884955752,0.1425531914893617,0.1875,9
56,67,HFOF11,Títulos e Val. Mob.,104.0,0.1146040223224087,0.030156815440289513,0.2422680412371134,0.3040540540540541,0.5079365079365079,0.4892086330935253,0.5490384615384615,0.4895351398986561,0.4918602127197743,0.5239731631484208,0.505804466165198,0.02808110081825343,0.5752212389380531,0.06063829787234042,0.0,9
57,68,HGBS11,Shoppings,209.8,0.05627575220696733,0.018094089264173704,0.07216494845360825,0.08783783783783784,0.11904761904761905,0.22302158273381292,0.2192307692307692,0.6122493941396783,0.6062513566312133,0.2529864179348715,0.6057123345444627,0.0645431178733461,0.4778761061946903,0.07702127659574469,0.25,9
60,71,HGLG11,Logística,170.65,0.273740535186386,0.036188178528347416,0.18041237113402064,0.2702702702702703,0.3333333333333333,0.30935251798561153,0.3701923076923077,0.4745538664904164,0.4747123941827654,0.5395189003436426,0.6905087027070168,0.039572875157411716,0.7345132743362832,0.0946808510638298,0.21875,9
62,73,HGRE11,Lajes Corporativas,153.0,0.09383887223841884,0.03920386007237636,0.22164948453608246,0.3040540540540541,0.3333333333333333,0.30935251798561153,0.3576923076923077,0.6671072923551443,0.6668113739960929,0.3166421207658321,0.4717878954971228,0.046309234245890035,0.4867256637168141,0.2820212765957447,0.34375,9
67,78,HSML11,Shoppings,93.9,0.2524597027423069,0.02412545235223161,0.22164948453608246,0.20945945945945946,0.2142857142857143,0.2733812949640288,0.2769230769230769,0.6340603657193215,0.63425222487519,0.3051873670430371,0.4189443939709919,0.027862593225114567,0.4955752212389381,0.05212765957446809,0.078125,9
74,85,JSRE11,Híbrido,97.8,0.1436047728700021,0.03196622436670688,0.2731958762886598,0.35135135135135137,0.3809523809523809,0.32374100719424465,0.3884615384615385,0.6336197400308439,0.6357716518341654,0.4743904434626083,0.6220288309649556,0.031490969311183566,0.4336283185840708,0.027872340425531918,0.0625,9
77,89,KNIP11,Títulos e Val. Mob.,108.12,0.22276456802667247,0.04463208685162847,0.3453608247422681,0.44594594594594605,0.4523809523809523,0.4172661870503597,0.525,0.600572813395021,0.606034295637074,0.6627393225331369,1.0,0.029426647576003263,0.5752212389380531,0.06063829787234042,0.0,9
78,91,KNRI11,Híbrido,166.8,0.1366813542533583,0.03920386007237636,0.20103092783505155,0.2702702702702703,0.3174603174603175,0.2949640287769784,0.35,0.6285525446133511,0.6277403950510093,0.5717558501063655,0.9838843071813228,0.044104032615133376,0.6106194690265486,0.06510638297872341,0.296875,9
151,173,VISC11,Shoppings,117.0,0.14583599258642785,0.012062726176115805,0.09278350515463918,0.10810810810810813,0.15873015873015875,0.2374100719424461,0.2355769230769231,0.6331791143423662,0.6277403950510093,0.37195221731304207,0.4406260671145533,0.0325346305784126,0.5575221238938053,0.07659574468085106,0.234375,9
163,186,XPLG11,Logística,135.0,0.2278805455000332,0.034981905910735835,0.22164948453608246,0.3040540540540541,0.3650793650793651,0.34532374100719426,0.40865384615384615,0.7620621282220754,0.7607987844584327,0.7309769268532155,0.6058247108161035,0.03066581563709338,0.7522123893805309,0.10638297872340426,0.203125,9
164,187,XPML11,Shoppings,114.12,0.2539710094609843,0.015681544028950545,0.12371134020618554,0.0945945945945946,0.14285714285714285,0.1654676258992806,0.13942307692307693,0.6311962987442168,0.6270892120685913,0.3400425462281132,0.5404515420433986,0.031214959719850263,0.5663716814159292,0.05106382978723404,0.203125,9
